"ow_esri_employees_rank","ew_esri_employees_rank"
8.16210515712363e-07,4.2853578866748e-07
2.62598448918755e-06,8.597403865013e-07
0.000263199794745265,0.000124893938317054
0.000363790626335336,0.000155241187284126
0.00036577002845281,0.000156526537119242
0.000367190684405585,0.000160399510819555
0.00040862321663443,0.000189994081321221
0.000531688728807554,0.000268262736210055
0.00146869438502802,0.000341767492761121
0.00162804551464451,0.000415624678514636
0.00198650142027579,0.000760246748927643
0.00199084815328592,0.000768191783378816
0.0019969065240795,0.000778387388867152
0.0020013254384708,0.000788760096813186
0.00232202246641273,0.00086180531244361
0.00377738134774996,0.00207776183779462
0.00379129805415062,0.00208697882781123
0.0038320593203276,0.00211099844773816
0.00482945122095898,0.0021698128905541
0.00541374812379877,0.00247401918595411
0.0058510004985309,0.00271384013221913
0.00593472914249477,0.00276830937605221
0.0265086097588174,0.0210886033268275
0.0265945276883995,0.0211362582818442
0.0266178047411707,0.0211580941381715
0.0266185022238497,0.0211801969274596
0.0268656140906097,0.0213617041931611
0.027525590311994,0.0214261226625749
0.0275459461393096,0.0214521943478366
0.0283246513694407,0.0218404621288842
0.0284019651072596,0.0218896280009658
0.0285761681142915,0.0219272499263923
0.0285925493479677,0.0219585145191695
0.0286004050685484,0.0219856647178965
0.0286537633704351,0.0220249554510673
0.0286856854612214,0.0220555627151547
0.0300478221935599,0.0235823081133996
0.0301286806200122,0.0236313260268652
0.0301450777083658,0.023678459662539
0.0301658646321449,0.0237081803767976
0.0302536721940122,0.023750070951436
0.0304236096800633,0.0238079064661047
0.0318068569392688,0.0249627524141607
0.0318072636822382,0.0250051675664811
0.0318692747853168,0.0250536357637333
0.0319084693381695,0.0251263211946488
0.0320280334425414,0.0251914699645237
0.032071083817706,0.0252608691238597
0.0327370829245142,0.0254807251204577
0.0328535866413894,0.0255686620559712
0.0336087931081305,0.0260530686338266
0.0339518212300844,0.0262071637023417
0.0347344292058957,0.0266472216991047
0.0352980726108937,0.0269521696418928
0.0360078698217626,0.0272660767128185
0.0369653508425594,0.027817350585821
0.0371519589805013,0.0279548415685793
0.037362180002447,0.0280981868694519
0.0374911873040606,0.0282199704917033
0.0383966882701718,0.0284162160215987
0.0387868888853472,0.0287821616814642
0.0390532137640366,0.028899391578444
0.0392125051955228,0.0290092910119389
0.0393262302670395,0.0291357826729754
0.0396802443414006,0.0293069067277614
0.0455603348085832,0.0330037309050141
0.0456497142617728,0.0330804395279946
0.052986159398141,0.0398712507736484
0.0585635863731593,0.0463722014182175
0.0585891982046282,0.0464570615644928
0.0586646358435913,0.046610032968662
0.0586884889249268,0.0467359439184618
0.0619246935268942,0.0482479136756346
0.0681030765243792,0.051247149482388
0.0681846048550891,0.0513851736469915
0.0688198137345932,0.0519549260225995
0.070619902023451,0.0528100823701561
0.0715842049876711,0.0535333518798904
0.305303996507338,0.273337805225227
0.306947711905686,0.273870144733718
0.307610310755371,0.27415484375011
0.307715034951831,0.274277607323618
0.30790133389876,0.27443970825331
0.308270496294756,0.27456826439943
0.309230664748428,0.275041926920058
0.309372753091852,0.275229281582581
0.309508262046455,0.275502672635081
0.310081852653012,0.276588681746375
0.310314198020412,0.27674680727178
0.310744938734311,0.277148087399729
0.310862835217286,0.27734860719543
0.311090673572193,0.277481978642891
0.312798679660562,0.277601731541888
0.312853024853056,0.277800079960022
0.31314793979162,0.278002305086749
0.313615238481041,0.27830051257008
0.31686256370667,0.279490743227983
0.317264582686838,0.279940522697817
0.318559316368973,0.280417208888638
0.319533420114963,0.28142044753524
0.320799260229997,0.282565008881753
0.321548560160781,0.283533868231645
0.322376379119145,0.284052151598897
0.329266146843182,0.28668268521032
0.329787944369755,0.287946590437466
0.330493336281977,0.289012217086287
0.331088945733756,0.289529133337697
0.331114371200737,0.290966202818461
0.331473234304429,0.292023603119677
0.331521768061744,0.293666220262858
0.359332362723395,0.305953231518652
0.365460433494415,0.30867069713675
0.366538661007349,0.309483797085224
0.381388221001296,0.316824652697619
